date/time,type,order id,sku,description,quantity,order city,order state,order postal,total
"Nov 9, 2020 4:19:50 PM PST",Order,113-9389159-7134649,N1N-BEET-ROOT-FBA,"N1N Premium Organic Beet Root Capsules 1300mg, 120 Veg Caps [Non-GMO & Gluten Free] All Natural Beet Root Powder - Helps Lower Blood Pressure, Boosts",1,Miami,FL,33186,11.17
"Nov 9, 2020 4:22:05 PM PST",Order,113-3156575-2909806,N1N-MENOPAUSE-RELIEF-FBA,N1N Premium Menopause Support for Women [12 Potent Ingredients] All Natural Menopause Relief & Hormone Balance for Women with Dong Quai & Black Cohosh,1,MIDDLETOWN,OH,45044-3605,13.72
"Nov 9, 2020 4:22:30 PM PST",Order,112-5618734-2908254,N1N-MAGNESIUM-CITRATE-FBA,"N1N Premium Magnesium Citrate Capsules 1250mg 120 Veg Caps [100% Pure] Powerful dose for Sleep, Muscle Cramps, Bone Health, Energy Production and Nerv",1,KEY BISCAYNE,FLORIDA,33149-2505,12.87
"Nov 9, 2020 4:24:22 PM PST",Refund,112-7252377-0337845,AZM-MAT-BELT-FBA,"AZMED Maternity Belt, Breathable Pregnancy Back Support, Premium Belly Band, More Than 1.3M Happy Mothers, Lightweight Abdominal Binder, One-Size, Bei",1,WAKE FOREST,NC,27587-6713,-17.26
"Nov 9, 2020 4:29:51 PM PST",Order,112-4369661-1275459,N1N-BLOOD-PRESSURE-FBA,"N1N Premium Blood Pressure Support with Hawthorn and Hibiscus [13 Potent Ingredients], Natural Hypertension Supplement to Improve Cardiovascular & Cir",1,Pembroke Pines,FL,33029-1255,14.51
"Nov 9, 2020 4:32:10 PM PST",Order,111-3598733-7286657,N1N-PSYLLIUM-FBA,"Premium Psyllium Husk Capsules [All Natural & Potent] - Powerful Soluble Fiber Supplement Helps Support Regularity & Digestion, Reduce Constipation, L",1,The Dalles,Or,97058,13.55
"Nov 9, 2020 4:36:15 PM PST",Order,114-9284722-9117805,N1N-BERBERINE-FBA,"N1N Premium Berberine Plus 120 Caps, 1200mg [Non-GMO, US Made] Natural Supplement Supports Anti-Aging, Cellular Health, Energy, Blood Sugar, Digestion",1,Scappoose,OR,97056,17.11
"Nov 9, 2020 4:37:54 PM PST",Refund,112-7522816-1806663,AZM-NIGHTSPLNT-FBA,"AZMED 2020 Plantar Fasciitis Night Splint [Lightweight & Breathable], Adjustable Foot Drop Brace, Heel, Ankle & Achilles Tendonitis Relief, Arch Pain",2,COSTA MESA,CA,92627-5181,-23.08
"Nov 9, 2020 4:39:48 PM PST",Order,113-1660810-2877839,N1N-COLON-CLEANSE-FBA,"N1N Premium Colon Cleanse & Detox for Weight Loss [15-Day Quick Cleanse] All Natural Colon Detox with Probiotic for Constipation Relief, Gut Health an",1,jeffersonville,In,47130,7.77
"Nov 9, 2020 4:46:17 PM PST",Order,113-8338703-2165069,AZS-MALE-ENHNCEMENT-FBA,"AZS Premium Male Enhancing Pills [10X Strength] - Increase Drive, Stamina & Endurance - Fast Acting & Natural Horny Goat Weed Supplement with 100mg Ic",1,BROOKFIELD,IL,60513-1415,13.72
"Nov 9, 2020 4:54:31 PM PST",Order,113-3294068-4501030,N1N-BERBERINE-FBA,"N1N Premium Berberine Plus 120 Caps, 1200mg [Non-GMO, US Made] Natural Supplement Supports Anti-Aging, Cellular Health, Energy, Blood Sugar, Digestion",1,Lake Charles,Louisiana,70605,17.11
"Nov 9, 2020 5:01:14 PM PST",Order,113-5401144-6725856,N1N-ELDERBERRY-GUMMIES-FBA,N1N Premium Elderberry Gummies for Kids & Adults [Max Strength with Vitamin C & Zinc] All Natural Antioxidant Supplement to Support Immune Health and,1,BUCKEYE,AZ,85326-7227,11.85
"Nov 9, 2020 5:02:03 PM PST",Refund,114-0209643-6346656,AZM-MAT-BELT-FBA,"AZMED Maternity Belt, Breathable Pregnancy Back Support, Premium Belly Band, More Than 1.3M Happy Mothers, Lightweight Abdominal Binder, One-Size, Bei",1,SAN RAFAEL,CA,94901-1405,-17.26
"Nov 9, 2020 5:05:23 PM PST",Order,113-4831661-4145045,N1N-ELDERBERRY-GUMMIES-FBA,N1N Premium Elderberry Gummies for Kids & Adults [Max Strength with Vitamin C & Zinc] All Natural Antioxidant Supplement to Support Immune Health and,1,SAINT CLOUD,MN,56304-1138,11.85
"Nov 9, 2020 5:12:13 PM PST",Order,111-7747960-1474625,AZMSC-STRNG-ACTN-GAUGE-FBA,"AZMUSIC Premium String Action Gauge, Compact and Versatile Luthier Tool for Quick and Easy Guitar Set Up and Maintenance",1,PALM BAY,FL,32908-7589,6.03
"Nov 9, 2020 5:15:38 PM PST",Order,113-5348148-0238629,N1N-MAGNESIUM-FBA,"N1N Premium [3X Absorption, Vegan] Magnesium Complex, Powerful Supplement for Sleep, Leg Cramps, Muscle Recovery & Relaxation, Formulated for Women &",1,TREMONTON,UT,84337-2569,13.55
"Nov 9, 2020 5:15:42 PM PST",Order,111-8649918-0339404,N1N-BLOOD-CIRC-FBA,"N1N Premium Blood Circulation Supplement [8 Powerful Herbs & Vitamins] All Natural Supplement to Boost Blood Flow & Heart Health, 90 Caps",1,FONTANA,CA,92336-1925,13.72
"Nov 9, 2020 5:22:03 PM PST",Order,111-1178149-3190617,N1N-KIDNEY-SUPPORT-FBA,"N1N Premium Kidney Cleanse [21 Potent Herbs] for Urinary Tract & Bladder Control, Natural Kidney Support with Cranberry Extract, Astragalus and Uva Ur",1,QUEMADO,TX,78877-0177,12.87
"Nov 9, 2020 5:26:18 PM PST",Order,114-5457650-9769841,N1N-PSYLLIUM-FBA,"Premium Psyllium Husk Capsules [All Natural & Potent] - Powerful Soluble Fiber Supplement Helps Support Regularity & Digestion, Reduce Constipation, L",1,WALLINGTON,NJ,07057-1336,11.85
"Nov 9, 2020 5:31:32 PM PST",Order,111-0219055-3047476,N1N-MENOPAUSE-RELIEF-FBA,N1N Premium Menopause Support for Women [12 Potent Ingredients] All Natural Menopause Relief & Hormone Balance for Women with Dong Quai & Black Cohosh,1,NORTH LIBERTY,IN,46554-9378,13.72
"Nov 9, 2020 5:34:16 PM PST",Order,113-3832521-8337840,N1N-BERBERINE-FBA,"N1N Premium Berberine Plus 120 Caps, 1200mg [Non-GMO, US Made] Natural Supplement Supports Anti-Aging, Cellular Health, Energy, Blood Sugar, Digestion",1,LYONS,CO,80540-5054,17.11
"Nov 9, 2020 5:34:43 PM PST",Order,111-1604236-0431414,N1N-ELDRBERRY-PLUS-FBA,N1N Premium Elderberry Capsules for Adults Immune Support [Max Strength] Pure and Potent Elderberry from Sambucus Nigra to Support Immunity & Skin Hea,1,OAKDALE,TN,37829-2508,13.72
"Nov 9, 2020 5:39:45 PM PST",Order,111-1544990-7653838,N1N-CEYLON-CINNAMON-FBA,"N1N Premium Ceylon Cinnamon 1200mg [100% Organic Ceylon Cinnamon] All Natural Supplement for Healthy Blood Sugar Levels, Blood Circulation, Brain and",1,Albuquerque,NM,87107,13.72
"Nov 9, 2020 5:42:45 PM PST",Refund,111-1487631-8511415,AZM-MAT-BELT-FBA,"AZMED Maternity Belt, Breathable Pregnancy Back Support, Premium Belly Band, More Than 1.3M Happy Mothers, Lightweight Abdominal Binder, One-Size, Bei",1,FORT MILL,SC,29707-1567,-17.26
"Nov 9, 2020 5:43:32 PM PST",Order,114-3806787-6277801,N1N-COLON-CLEANSE-FBA,"N1N Premium Colon Cleanse & Detox for Weight Loss [15-Day Quick Cleanse] All Natural Colon Detox with Probiotic for Constipation Relief, Gut Health an",1,NORTH LAUDERDALE,FL,33068-3838,7.77
"Nov 9, 2020 5:47:31 PM PST",Order,112-6655119-7411465,N1N-BLOOD-PRESSURE-FBA,"N1N Premium Blood Pressure Support with Hawthorn and Hibiscus [13 Potent Ingredients], Natural Hypertension Supplement to Improve Cardiovascular & Cir",1,LAUDERDALE LAKES,FL,33319-4631,14.51
"Nov 9, 2020 5:47:43 PM PST",Order,111-4905035-2918663,N1N-MAG-GLYCINATE-FBA,"N1N Premium Magnesium Glycinate 400mg [Superior Absorption], All Natural Supplement to Support Heart, Bone, Muscle and Nerve Function, Non-GMO, Gluten",1,WEST KINGSTON,RI,02892-1204,5.92
"Nov 9, 2020 5:50:52 PM PST",Order,113-9160594-1497054,N1N-WATER-AWY-FBA,"N1N Premium Water Away Pills [12 Potent Ingredients] Natural Diuretic for Bloating Relief and Weight Loss with Dandelion, Vitamin B6 & Potassium, 60 C",1,NEW PORT RICHEY,FL,34655-3235,13.72
"Nov 9, 2020 5:54:38 PM PST",Order,111-8230884-8168222,N1N-BERBERINE-FBA,"N1N Premium Berberine Plus 120 Caps, 1200mg [Non-GMO, US Made] Natural Supplement Supports Anti-Aging, Cellular Health, Energy, Blood Sugar, Digestion",1,GLENDALE,AZ,85307-4508,17.11
"Nov 9, 2020 5:55:49 PM PST",Order,113-0835820-1612204,N1N-BLOOD-PRESSURE-FBA,"N1N Premium Blood Pressure Support with Hawthorn and Hibiscus [13 Potent Ingredients], Natural Hypertension Supplement to Improve Cardiovascular & Cir",1,DES MOINES,WA,98198-9097,14.51
"Nov 9, 2020 5:58:38 PM PST",Order,111-3295388-6069807,N1N-BLOOD-CIRC-FBA,"N1N Premium Blood Circulation Supplement [8 Powerful Herbs & Vitamins] All Natural Supplement to Boost Blood Flow & Heart Health, 90 Caps",1,BROOKLYN,NY,11233-3310,13.72
"Nov 9, 2020 6:12:06 PM PST",Order,114-1183994-6784207,AZS-MALE-ENHNCEMENT-FBA,"AZS Premium Male Enhancing Pills [10X Strength] - Increase Drive, Stamina & Endurance - Fast Acting & Natural Horny Goat Weed Supplement with 100mg Ic",2,PHOENIX,AZ,85029-4253,25.74
"Nov 9, 2020 6:16:02 PM PST",Order,114-4501492-2196263,N1N-FMALE-ENHANCEMNT-FBA,"N1N Female Enhancement Pills - [14 Potent Herbs], Natural Mood & Energy Booster for Women, Balance Hormones, Horny Goat Weed, Ginseng, Maca Root, Dong",2,LEHIGH,IOWA,50557,25.52
"Nov 9, 2020 6:27:47 PM PST",Order,112-2678928-5204259,N1N-MAGNESIUM-CITRATE-FBA,"N1N Premium Magnesium Citrate Capsules 1250mg 120 Veg Caps [100% Pure] Powerful dose for Sleep, Muscle Cramps, Bone Health, Energy Production and Nerv",1,Abingdon,VA,24211,12.87
"Nov 9, 2020 6:28:50 PM PST",Order,114-2204552-3750668,N1N-MULBERRY-FBA,"N1N White Mulberry Leaf Extract, [100% Pure, 6M's Supply], Premium Blood Sugar Control. Weight Loss, Appetite, Sugar & Carb Cravings Support, High Pot",1,LEXINGTON,KY,40517-1508,11
"Nov 9, 2020 6:28:55 PM PST",Order,114-8914546-8454612,N1N-URIC-ACID-FBA,"N1N Premium Uric Acid Support for Men and Women [14 Potent Herbs] All Natural Kidney Support with Tart Cherry, Milk Thistle, Celery, Chanca Piedra, 60",1,N MASSAPEQUA,NY,11758-1340,13.72
"Nov 9, 2020 6:32:56 PM PST",Order,113-8279202-3481053,N1N-CEYLON-CINNAMON-FBA,"N1N Premium Ceylon Cinnamon 1200mg [100% Organic Ceylon Cinnamon] All Natural Supplement for Healthy Blood Sugar Levels, Blood Circulation, Brain and",1,Derby,KS,67037-2818,13.72
"Nov 9, 2020 6:37:15 PM PST",Order,113-8240782-7369064,N1N-TART-CHERRY-FBA,"N1N Premium Tart Cherry Extract Capsules, 200 Veg Caps, 3000 mg [10X Concentrated Extract] Powerful Antioxidant, Joint Health and Mobility, Uric Acid",1,CEDAR CITY,UT,84720-3653,13.72
"Nov 9, 2020 6:42:16 PM PST",Order,111-1774593-5963442,N1N-MULBERRY-FBA,"N1N White Mulberry Leaf Extract, [100% Pure, 6M's Supply], Premium Blood Sugar Control. Weight Loss, Appetite, Sugar & Carb Cravings Support, High Pot",1,NORLINA,NC,27563-9468,11
"Nov 9, 2020 6:44:06 PM PST",Order,114-1652855-2232257,N1N-ELDRBERRY-FBA,"Premium Immune Support Booster, Powerful [10-in-1] Elderberry, Zinc, Vitamin C, E, B6, Echinacea, Garlic, Probiotic & Turmeric Blend. High Potency, 60",1,SUMNER,WA,98390-2689,9.47
"Nov 9, 2020 6:49:06 PM PST",Order,112-8741737-5160206,N1N-KIDNEY-SUPPORT-FBA,"N1N Premium Kidney Cleanse [21 Potent Herbs] for Urinary Tract & Bladder Control, Natural Kidney Support with Cranberry Extract, Astragalus and Uva Ur",1,Tampa,FL,33615,12.87
"Nov 9, 2020 6:49:09 PM PST",Order,114-6486299-5530642,N1N-KIDNEY-SUPPORT-FBA,"N1N Premium Kidney Cleanse [21 Potent Herbs] for Urinary Tract & Bladder Control, Natural Kidney Support with Cranberry Extract, Astragalus and Uva Ur",1,AMES,IA,50010-1121,12.87
"Nov 9, 2020 6:50:33 PM PST",Order,114-9460858-7984255,N1N-ELDRBERRY-FBA,"Premium Immune Support Booster, Powerful [10-in-1] Elderberry, Zinc, Vitamin C, E, B6, Echinacea, Garlic, Probiotic & Turmeric Blend. High Potency, 60",1,MADISON HEIGHTS,MI,48071-2806,9.47
"Nov 9, 2020 6:51:46 PM PST",Order,112-6133920-1801828,N1N-ELDRBERRY-PLUS-FBA,N1N Premium Elderberry Capsules for Adults Immune Support [Max Strength] Pure and Potent Elderberry from Sambucus Nigra to Support Immunity & Skin Hea,1,Dallas,Tx,75287,13.72
"Nov 9, 2020 6:55:49 PM PST",Order,113-3422579-1404252,N1N-MAGNESIUM-FBA,"N1N Premium [3X Absorption, Vegan] Magnesium Complex, Powerful Supplement for Sleep, Leg Cramps, Muscle Recovery & Relaxation, Formulated for Women &",1,BELOIT,OH,44609-9265,13.55
"Nov 9, 2020 6:59:31 PM PST",Order,114-6913491-5141048,N1N-BLOOD-PRESSURE-FBA,"N1N Premium Blood Pressure Support with Hawthorn and Hibiscus [13 Potent Ingredients], Natural Hypertension Supplement to Improve Cardiovascular & Cir",1,LOS ANGELES,CALIFORNIA,90034-6491,14.51
"Nov 9, 2020 7:00:15 PM PST",Order,113-1912737-5482612,N1N-TBOOSTER-FBA,"N1N Premium Testosterone Booster for Men [9 Powerful Herbs] Size, Stamina, Strength and Endurance Booster, Supports Healthy Weight Loss and Build Lean",1,Moorpark,CA,93021-3113,7.77
"Nov 9, 2020 7:00:28 PM PST",Order,111-9988955-6818613,BULL-MODE-FBA,"Bull Mode Premium Male Enhancing Pills [9 Potent Ingredients] - Helps Increase Muscle Size, Strength, Stamina, Energy and Endurance. All Natural Male",1,CHARLOTTE,NC,28214-2447,9.47
"Nov 9, 2020 7:03:31 PM PST",Order,112-6749136-9199418,N1N-BERBERINE-FBA,"N1N Premium Berberine Plus 120 Caps, 1200mg [Non-GMO, US Made] Natural Supplement Supports Anti-Aging, Cellular Health, Energy, Blood Sugar, Digestion",1,DELTONA,FL,32738-1040,17.11
"Nov 9, 2020 7:10:03 PM PST",Order,114-1584717-3885829,N1N-COLON-CLEANSE-FBA,"N1N Premium Colon Cleanse & Detox for Weight Loss [15-Day Quick Cleanse] All Natural Colon Detox with Probiotic for Constipation Relief, Gut Health an",1,ELKHART,IN,46514-2868,7.77
"Nov 9, 2020 7:17:42 PM PST",Order,112-0659756-6683446,AZS-WAIST-TRIM-XL-FBA,"AZSPORT Waist Trimmer - Adjustable Ab Sauna Belt to shed the excess Water, weight and tone of mid section, Black - One Size Fits up to 50 Inches",1,COLUMBUS,OHIO,43204-4333,7.77
"Nov 9, 2020 7:25:20 PM PST",Order,114-7993289-7913003,N1N-LIVER-FBA,"N1N Premium Liver Cleanse, Detox & Repair Supplement [22 Natural Herbs] All Natural Supplement with Milk Thistle, Beet Root, Artichoke. Max Strength t",1,LAKE DALLAS,TX,75065-2641,9.47
"Nov 9, 2020 7:27:55 PM PST",Order,114-3099854-9211469,AZM-MAT-BELT-FBA,"AZMED Maternity Belt, Breathable Pregnancy Back Support, Premium Belly Band, More Than 1.3M Happy Mothers, Lightweight Abdominal Binder, One-Size, Bei",1,LINCOLN,NE,68504-3067,12.88
"Nov 9, 2020 7:28:56 PM PST",Order,113-1939851-4677837,N1N-5HTP-FBA,"N1N Premium 5-HTP Plus Calcium [Max Purity & Strength] Enhanced with Serotonin Synthesizers for Deeper Sleep, Positive Mood & Brain Functions, 120 Veg",1,KING GEORGE,VA,22485-5048,12.87
"Nov 9, 2020 7:35:23 PM PST",Order,112-1331058-7555405,N1N-ELDRBERRY-FBA,"Premium Immune Support Booster, Powerful [10-in-1] Elderberry, Zinc, Vitamin C, E, B6, Echinacea, Garlic, Probiotic & Turmeric Blend. High Potency, 60",1,Corona,Ca,92883,9.47
"Nov 9, 2020 7:36:49 PM PST",Order,112-0477157-2239430,N1N-ELDRBERRY-FBA,"Premium Immune Support Booster, Powerful [10-in-1] Elderberry, Zinc, Vitamin C, E, B6, Echinacea, Garlic, Probiotic & Turmeric Blend. High Potency, 60",1,OAKLEY,CA,94561-3542,9.47
"Nov 9, 2020 7:40:36 PM PST",Refund,112-7484396-4894620,AZM-MAT-BELT-FBA,"AZMED Maternity Belt, Breathable Pregnancy Back Support, Premium Belly Band, More Than 1.3M Happy Mothers, Lightweight Abdominal Binder, One-Size, Bei",1,AIRMONT,NY,10952-4408,-17.26
"Nov 9, 2020 7:43:24 PM PST",Order,113-5484633-3461008,N1N-FMALE-ENHANCEMNT-FBA,"N1N Female Enhancement Pills - [14 Potent Herbs], Natural Mood & Energy Booster for Women, Balance Hormones, Horny Goat Weed, Ginseng, Maca Root, Dong",1,ARLINGTON,TX,76017-0508,13.61
"Nov 9, 2020 7:44:16 PM PST",Order,111-3862906-2741001,N1N-SAFFRON-FBA,"N1N Premium Saffron Extract Capsules [100% Pure Saffron, Max Strength] Natural Weight Loss Pills for Men and Women, Improves Eye Health, Brain Functio",1,Camp Verde,Arizona,86322,13.72
"Nov 9, 2020 7:47:08 PM PST",Order,113-9984707-2253867,N1N-ADRENAL-SUPPORT-FBA,"N1N Premium Adrenal Support - Cortisol Manager [13 Potent Ingredients] All Natural Adrenal Fatigue Supplement for Men & Women for Stress Relief, Bette",1,BROOMFIELD,CO,80020-6155,13.72
"Nov 9, 2020 7:48:41 PM PST",Order,114-0840796-6373855,N1N-BLOOD-PRESSURE-FBA,"N1N Premium Blood Pressure Support with Hawthorn and Hibiscus [13 Potent Ingredients], Natural Hypertension Supplement to Improve Cardiovascular & Cir",1,somerset,NJ,8873,14.51
"Nov 9, 2020 7:49:07 PM PST",Order,114-1898917-6909001,N1N-MENOPAUSE-RELIEF-FBA,N1N Premium Menopause Support for Women [12 Potent Ingredients] All Natural Menopause Relief & Hormone Balance for Women with Dong Quai & Black Cohosh,1,WAXHAW,NC,28173-2200,13.72
"Nov 9, 2020 7:55:03 PM PST",Order,112-8753409-5915445,N1N-FMALE-ENHANCEMNT-FBA,"N1N Female Enhancement Pills - [14 Potent Herbs], Natural Mood & Energy Booster for Women, Balance Hormones, Horny Goat Weed, Ginseng, Maca Root, Dong",1,WARRIOR,AL,35180,13.61
"Nov 9, 2020 7:57:37 PM PST",Refund,112-4579655-0509800,AZM-MAT-BELT-FBA,"AZMED Maternity Belt, Breathable Pregnancy Back Support, Premium Belly Band, More Than 1.3M Happy Mothers, Lightweight Abdominal Binder, One-Size, Bei",1,Glendale,AZ,85304-2302,-17.26
"Nov 9, 2020 7:59:28 PM PST",Order,112-1677487-9989021,N1N-BLOOD-SUGAR-FBA,"N1N Premium Blood Sugar Support [20 Herbs and Multivitamins] Promotes Glucose Metabolism, Healthy Blood Sugar Levels and Cardiovascular Health. Gluten",1,Brookline,Ma,2446,9.47
"Nov 9, 2020 8:01:52 PM PST",Order,114-2784847-9841063,N1N-COLON-CLEANSE-FBA,"N1N Premium Colon Cleanse & Detox for Weight Loss [15-Day Quick Cleanse] All Natural Colon Detox with Probiotic for Constipation Relief, Gut Health an",1,Bridgehampton,New York,11932,7.77
"Nov 9, 2020 8:03:51 PM PST",Order,114-6264428-5708268,N1N-PSYLLIUM-FBA,"Premium Psyllium Husk Capsules [All Natural & Potent] - Powerful Soluble Fiber Supplement Helps Support Regularity & Digestion, Reduce Constipation, L",1,GRAND PRAIRIE,TX,75052-4349,13.55
"Nov 9, 2020 8:07:18 PM PST",Order,111-4932871-4944269,AZS-MALE-ENHNCEMENT-FBA,"AZS Premium Male Enhancing Pills [10X Strength] - Increase Drive, Stamina & Endurance - Fast Acting & Natural Horny Goat Weed Supplement with 100mg Ic",1,Taylor,TX,76574,13.72
"Nov 9, 2020 8:08:23 PM PST",Order,112-1350101-0621860,N1N-URIC-ACID-FBA,"N1N Premium Uric Acid Support for Men and Women [14 Potent Herbs] All Natural Kidney Support with Tart Cherry, Milk Thistle, Celery, Chanca Piedra, 60",1,LAS CRUCES,NM,88011-9083,13.72
"Nov 9, 2020 8:13:48 PM PST",Order,111-2682719-8963459,N1N-MAGNESIUM-FBA,"N1N Premium [3X Absorption, Vegan] Magnesium Complex, Powerful Supplement for Sleep, Leg Cramps, Muscle Recovery & Relaxation, Formulated for Women &",1,BUFFALO,NY,14213-1331,13.55
"Nov 9, 2020 8:14:54 PM PST",Order,113-6000893-9966661,N1N-KIDNEY-SUPPORT-FBA,"N1N Premium Kidney Cleanse [21 Potent Herbs] for Urinary Tract & Bladder Control, Natural Kidney Support with Cranberry Extract, Astragalus and Uva Ur",1,tuscaloosa,al,35401,12.87
"Nov 9, 2020 8:17:50 PM PST",Order,114-6746977-4772211,N1N-BERBERINE-FBA,"N1N Premium Berberine Plus 120 Caps, 1200mg [Non-GMO, US Made] Natural Supplement Supports Anti-Aging, Cellular Health, Energy, Blood Sugar, Digestion",1,Phoenix,Arizona,85033,17.11
"Nov 9, 2020 8:26:25 PM PST",Order,111-6147134-6277061,N1N-KIDNEY-SUPPORT-FBA,"N1N Premium Kidney Cleanse [21 Potent Herbs] for Urinary Tract & Bladder Control, Natural Kidney Support with Cranberry Extract, Astragalus and Uva Ur",2,MURRELLS INLET,SC,29576-5857,24.14
"Nov 9, 2020 8:26:47 PM PST",Order,114-5173656-9560260,N1N-MAGNESIUM-FBA,"N1N Premium [3X Absorption, Vegan] Magnesium Complex, Powerful Supplement for Sleep, Leg Cramps, Muscle Recovery & Relaxation, Formulated for Women &",1,SACRAMENTO,CA,95815-3407,13.55
"Nov 9, 2020 8:27:38 PM PST",Order,112-6905295-8587402,AZMSC-STRNG-ACTN-GAUGE-FBA,"AZMUSIC Premium String Action Gauge, Compact and Versatile Luthier Tool for Quick and Easy Guitar Set Up and Maintenance",1,FINLEYVILLE,PA,15332-1553,6.03
"Nov 9, 2020 8:27:52 PM PST",Refund,114-7727740-3996244,AZM-MAT-BELT-FBA,"AZMED Maternity Belt, Breathable Pregnancy Back Support, Premium Belly Band, More Than 1.3M Happy Mothers, Lightweight Abdominal Binder, One-Size, Bei",1,BELLINGHAM,WA,98229-5910,-14.67
"Nov 9, 2020 8:30:59 PM PST",Order,111-0374279-0421836,N1N-PROSTATE-SUPPORT-FBA,"N1N Premium Prostate Supplement for Men [33 Potent Herbs + Saw Palmetto] Naturally Reduces Frequent Urination, Improves Prostate Health, Promotes Slee",1,HINGHAM,MA,02043-1960,8.84
"Nov 9, 2020 8:32:25 PM PST",Order,112-6209488-5819468,N1N-PSYLLIUM-FBA,"Premium Psyllium Husk Capsules [All Natural & Potent] - Powerful Soluble Fiber Supplement Helps Support Regularity & Digestion, Reduce Constipation, L",1,GROTON,SD,57445-2053,12.7
"Nov 9, 2020 8:34:25 PM PST",Order,114-2964288-0973848,N1N-MENOPAUSE-RELIEF-FBA,N1N Premium Menopause Support for Women [12 Potent Ingredients] All Natural Menopause Relief & Hormone Balance for Women with Dong Quai & Black Cohosh,1,BETHEL,DE,19931-3114,13.72
"Nov 9, 2020 8:43:19 PM PST",Order,113-2807368-5377852,N1N-KIDNEY-SUPPORT-FBA,"N1N Premium Kidney Cleanse [21 Potent Herbs] for Urinary Tract & Bladder Control, Natural Kidney Support with Cranberry Extract, Astragalus and Uva Ur",1,MANSFIELD,TX,76063-6288,12.87
"Nov 9, 2020 8:44:17 PM PST",Order,113-9837223-0274647,N1N-BLOOD-PRESSURE-FBA,"N1N Premium Blood Pressure Support with Hawthorn and Hibiscus [13 Potent Ingredients], Natural Hypertension Supplement to Improve Cardiovascular & Cir",1,Marietta,GA,30066,14.51
"Nov 9, 2020 8:56:13 PM PST",Order,113-6846175-6616252,AZM-MAT-BELT-FBA,"AZMED Maternity Belt, Breathable Pregnancy Back Support, Premium Belly Band, More Than 1.3M Happy Mothers, Lightweight Abdominal Binder, One-Size, Bei",1,MANHATTAN BEACH,CA,90266-6950,12.88
"Nov 9, 2020 8:57:36 PM PST",Order,113-5008485-1511428,N1N-TART-CHERRY-FBA,"N1N Premium Tart Cherry Extract Capsules, 200 Veg Caps, 3000 mg [10X Concentrated Extract] Powerful Antioxidant, Joint Health and Mobility, Uric Acid",1,Traverse City,MI,49686-1808,13.72
"Nov 9, 2020 8:58:27 PM PST",Order,112-3475009-8347454,N1N-FMALE-ENHANCEMNT-DSCRT-FBA,"N1N Premium Female Enhancement Pills - [14 Potent Herbs], Natural Mood & Energy Booster for Women, Balance Hormones, Horny Goat Weed, Ginseng, Maca Ro",1,SMITHVILLE,MS,38870-9706,13.72
"Nov 9, 2020 9:02:02 PM PST",Order,113-3976402-3072268,N1N-PSYLLIUM-FBA,"Premium Psyllium Husk Capsules [All Natural & Potent] - Powerful Soluble Fiber Supplement Helps Support Regularity & Digestion, Reduce Constipation, L",1,SIOUX FALLS,SD,57103-1572,13.55
"Nov 9, 2020 9:08:40 PM PST",Order,113-4751640-7859429,N1N-PSYLLIUM-FBA,"Premium Psyllium Husk Capsules [All Natural & Potent] - Powerful Soluble Fiber Supplement Helps Support Regularity & Digestion, Reduce Constipation, L",1,LOS ANGELES,CA,90068-3418,13.55
"Nov 9, 2020 9:10:27 PM PST",Order,112-3224861-3496224,N1N-MAGNESIUM-FBA,"N1N Premium [3X Absorption, Vegan] Magnesium Complex, Powerful Supplement for Sleep, Leg Cramps, Muscle Recovery & Relaxation, Formulated for Women &",1,LAWRENCEVILLE,GA,30044-2589,12.7
"Nov 9, 2020 9:15:36 PM PST",Order,S01-3389201-5641202,N1N-CEYLON-CINNAMON-FBA,"N1N Premium Ceylon Cinnamon 1200mg [100% Organic Ceylon Cinnamon] All Natural Supplement for Healthy Blood Sugar Levels, Blood Circulation, Brain and Joint Function,120 Capsules",1,Ann Arbor,MI,48103,-2.39
"Nov 9, 2020 9:15:36 PM PST",Order,S01-3389201-5641202,N1N-CEYLON-CINNAMON-FBA,"N1N Premium Ceylon Cinnamon 1200mg [100% Organic Ceylon Cinnamon] All Natural Supplement for Healthy Blood Sugar Levels, Blood Circulation, Brain and Joint Function,120 Capsules",1,Ann Arbor,MI,48103,-2.39
"Nov 9, 2020 9:15:36 PM PST",Order,S01-3389201-5641202,N1N-CEYLON-CINNAMON-FBA,"N1N Premium Ceylon Cinnamon 1200mg [100% Organic Ceylon Cinnamon] All Natural Supplement for Healthy Blood Sugar Levels, Blood Circulation, Brain and Joint Function,120 Capsules",1,Ann Arbor,MI,48103,-2.39
"Nov 9, 2020 9:15:36 PM PST",Order,S01-3389201-5641202,N1N-CEYLON-CINNAMON-FBA,"N1N Premium Ceylon Cinnamon 1200mg [100% Organic Ceylon Cinnamon] All Natural Supplement for Healthy Blood Sugar Levels, Blood Circulation, Brain and Joint Function,120 Capsules",1,Ann Arbor,MI,48103,-2.39
"Nov 9, 2020 9:15:36 PM PST",Order,S01-3389201-5641202,N1N-CEYLON-CINNAMON-FBA,"N1N Premium Ceylon Cinnamon 1200mg [100% Organic Ceylon Cinnamon] All Natural Supplement for Healthy Blood Sugar Levels, Blood Circulation, Brain and Joint Function,120 Capsules",1,Ann Arbor,MI,48103,-2.39
